module_code,course_title,industry,industry_others,occupation,other_occupations_title
MA2108,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),Industrial design activities,,Advocate/ Solicitor,
MA1505,Quantitative Reasoning,Industrial design activities,,Advocate/ Solicitor,
IE2130,Quantitative Research Methods,Industrial design activities,,Advocate/ Solicitor,
SSA1201,Macroeconomic Analysis I,Industrial design activities,,Advocate/ Solicitor,
ST1131,Calculus,Industrial design activities,,Advocate/ Solicitor,
LSM1301,Introduction to Psychology,Industrial design activities,,Advocate/ Solicitor,
LSM1301,Introduction to Psychology,Information Technology,,Non Applicable based on skip pattern,
CN3421,Mathematical Statistics,Information Technology,,Non Applicable based on skip pattern,
PR3103,Physiology 2,Information Technology,,Non Applicable based on skip pattern,
PC1322,"South Asia : People, Culture, Develop'm",Information Technology,,Non Applicable based on skip pattern,
CE2184,Engineering Economy,Information Technology,,Non Applicable based on skip pattern,
GER1000,Programming Methodology,Information Technology,,Non Applicable based on skip pattern,
SE1101E,Asian Business Environments,Information Technology,,Non Applicable based on skip pattern,
LC2004,Accounting Information Systems,Information Technology,,Non Applicable based on skip pattern,
CS2103,Chemical Engineering Thermodynamics,Information Technology,,Research Officer (Non-Statistical),
MNO2009,Japanese 3,Information Technology,,Research Officer (Non-Statistical),
ME4101A,Industrial Attachment,Information Technology,,Research Officer (Non-Statistical),
ME2121,Introduction to Computer Networks,Information Technology,,Research Officer (Non-Statistical),
CS1105,Human Anatomy and Physiology I,Information Technology,,Research Officer (Non-Statistical),
MA1506,Mathematics II,Information Technology,,Research Officer (Non-Statistical),
MA1506,Mathematics II,Information Technology,,Research Officer (Non-Statistical),
LSM2103,Introduction to Politics,Information Technology,,Research Officer (Non-Statistical),
ME2113,Money and Banking I,Information Technology,,Non Applicable based on skip pattern,
LSM3212,Engineering Electromagnetics,Information Technology,,Non Applicable based on skip pattern,
SC2204,Systems Design Project,Information Technology,,Non Applicable based on skip pattern,
MA1505,Quantitative Reasoning,Information Technology,,Non Applicable based on skip pattern,
CFG1000,Strength of Materials,Information Technology,,Non Applicable based on skip pattern,
EE2005,Cosmetics & Perfumes,Information Technology,,Non Applicable based on skip pattern,
DP1001,Mathematics I,Information Technology,,Non Applicable based on skip pattern,
CM2102,Basic Pharmacology,Information Technology,,Non Applicable based on skip pattern,
IE2110,Personality & Individual Differences,Information Technology,,"Others, please provide job title and description",
DP1001,Mathematics I,Information Technology,,"Others, please provide job title and description",
EU1101E,Mechanical Systems Design I,Information Technology,,"Others, please provide job title and description",
LAK2201,Human Factors Engineering,Information Technology,,"Others, please provide job title and description",
ME3112,Public Health in Action,Information Technology,,"Others, please provide job title and description",
CM1502,Living with Mathematics,Information Technology,,"Others, please provide job title and description",
GER1000,Programming Methodology,Information Technology,,"Others, please provide job title and description",
LSM2101,Statics And Mechanics Of Materials,Information Technology,,"Others, please provide job title and description",
ES2331,Honours Project in Life Sciences,Information Technology,,"Others, please provide job title and description",
SSA2202,Japanese 2,Information Technology,,"Others, please provide job title and description",
MKT1003X,Biochemistry of Biomolecules,Information Technology,,"Others, please provide job title and description",
ME2101,Forensic Science,Information Technology,,"Others, please provide job title and description",
LSM1301,Introduction to Psychology,Information Technology,,"Others, please provide job title and description",
GEK1521,Professional Communication,Information Technology,,"Others, please provide job title and description",
CS2105,Research and Statistical Methods I,Information Technology,,"Others, please provide job title and description",
EE2024,Reason and Persuasion,Information Technology,,"Others, please provide job title and description",
LSM3232,Exploring Science Communication through Popular Science,Information Technology,BANKING,"Others, please provide job title and description",SOCIAL WORKER
CM2121,Analytical Chemistry 1,Information Technology,BANKING,"Others, please provide job title and description",SOCIAL WORKER
ME2135,Digital Fundamentals,Information Technology,BANKING,"Others, please provide job title and description",SOCIAL WORKER
SC2101,Immunology,Information Technology,BANKING,"Others, please provide job title and description",SOCIAL WORKER
CM1101,Process Synthesis and Simulation,Information Technology,BANKING,"Others, please provide job title and description",SOCIAL WORKER
LAJ2201,Managerial Accounting,Information Technology,BANKING,"Others, please provide job title and description",SOCIAL WORKER
SSA2215,Data Structures and Algorithms II,Information Technology,BANKING,"Others, please provide job title and description",SOCIAL WORKER
MA1312,Project and Facilities Management Law,Information Technology,BANKING,"Others, please provide job title and description",SOCIAL WORKER
MD3140,Urban Land Use & Development,Information Technology,,"Others, please provide job title and description",
EC1101E,Changing Landscapes of Singapore,Information Technology,,"Others, please provide job title and description",
SP1541,Graduate English Course (Advanced Level),Information Technology,,"Others, please provide job title and description",
LC2004,Accounting Information Systems,Information Technology,,"Others, please provide job title and description",
NM1101E,Asking Questions,Information Technology,,"Others, please provide job title and description",
MKT1003,Management And Organisation,Information Technology,,"Others, please provide job title and description",
MA1101R,Making Sense of Society,Information Technology,,"Others, please provide job title and description",
PC1431,NUS Data Protection & PDPA Guidelines,Information Technology,,"Others, please provide job title and description",
LAK1201,Engineering Mathematics I,Information Technology,,Research Officer (Non-Statistical),
SC1101E,Physics IE,Information Technology,,Research Officer (Non-Statistical),
MA1506,Mathematics II,Information Technology,,Research Officer (Non-Statistical),
ST2131,Cell Biology,Information Technology,,Research Officer (Non-Statistical),
CM2111,Vacation Internship Programme,Information Technology,,Research Officer (Non-Statistical),
ST1131A,Operations Research I,Information Technology,,Research Officer (Non-Statistical),
CN1111,Physical Chemistry 1,Information Technology,,Research Officer (Non-Statistical),
LSM2251,Corporate Finance,Information Technology,,Research Officer (Non-Statistical),
LC2006B,Japanese 5,Information Technology,,Research Officer (Non-Statistical),
ES1102,"Life, the Universe, and Everything",Information Technology,,Research Officer (Non-Statistical),
AR1721,Workplace Readiness,Information Technology,,Research Officer (Non-Statistical),
EE2021,Intercultural Communication,Information Technology,,Research Officer (Non-Statistical),
ME2151,Probability and Statistics,Information Technology,,Research Officer (Non-Statistical),
TG3001,Engineering Principles and Practice I,Information Technology,,Research Officer (Non-Statistical),
GEK1520,Understand'g Uncertainty & Stats Think'g,Information Technology,,Research Officer (Non-Statistical),
EG2401,Principles of Economics,Information Technology,,Research Officer (Non-Statistical),
CM2142,Heat & Mass Transfer,Information Technology,,"Others, please provide job title and description",
GEH1049,Strategic Management,Information Technology,,"Others, please provide job title and description",
GER1000,Programming Methodology,Information Technology,,"Others, please provide job title and description",
CM2191,Film Art and Human Concerns,Information Technology,,"Others, please provide job title and description",
NM2201,Korean 1,Information Technology,,"Others, please provide job title and description",
CS1102,Mechanical Systems Design,Information Technology,,"Others, please provide job title and description",
GEK1511,Employee Management In Singapore,Information Technology,,"Others, please provide job title and description",
CS1020E,Constitutional & Administrative Law,Information Technology,,"Others, please provide job title and description",
ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,Information Technology,,"Others, please provide job title and description",
EE2023,Strategic IT Applications,Information Technology,,"Others, please provide job title and description",
JS1101E,Software Engineering,Information Technology,,"Others, please provide job title and description",
EE2012,Mathematical Analysis I,Information Technology,,"Others, please provide job title and description",
EC1301,Financial Accounting,Information Technology,,"Others, please provide job title and description",
LSM3212,Engineering Electromagnetics,Information Technology,,"Others, please provide job title and description",
GER1000,Programming Methodology,Information Technology,,"Others, please provide job title and description",
AR1326,Foundation Academic English,Information Technology,,"Others, please provide job title and description",
GEK1046,Singapore's Foreign Policy,Information Technology,,Technical/ Vocational/ Commercial Education Institute Teacher,SOCIAL WORKER
ST1232,Microeconomic Analysis I,Information Technology,,Technical/ Vocational/ Commercial Education Institute Teacher,SOCIAL WORKER
HR2002,HeadStart Module (A Career Development Programme),Information Technology,,Technical/ Vocational/ Commercial Education Institute Teacher,SOCIAL WORKER
MA1505,Quantitative Reasoning,Information Technology,,Technical/ Vocational/ Commercial Education Institute Teacher,SOCIAL WORKER
PY1105,Weather and Climate,Information Technology,,Technical/ Vocational/ Commercial Education Institute Teacher,SOCIAL WORKER
ST1232,Microeconomic Analysis I,Information Technology,,Technical/ Vocational/ Commercial Education Institute Teacher,SOCIAL WORKER
EC2102,Understanding the Universe,Information Technology,,Technical/ Vocational/ Commercial Education Institute Teacher,SOCIAL WORKER
EC2102,Understanding the Universe,Information Technology,,Technical/ Vocational/ Commercial Education Institute Teacher,SOCIAL WORKER
EC2374,Real Estate Marketing & Negotiation,Information Technology,,Mechanical Engineer,
MDG5108,PROPERTY AND FACILITIES MANAGEMENT,Information Technology,,Mechanical Engineer,
EG1413,Introduction to Operating Systems,Information Technology,,Mechanical Engineer,
SE1101E,Asian Business Environments,Information Technology,,Mechanical Engineer,
ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,Information Technology,,Mechanical Engineer,
